timestamp,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,ES_SENSOR_KB_SENT,ES_SENSOR_KB_RECV
1649671356,6,0,0,3222848,28216,570912,0,0,0,0,57235,142263,1,19,80,0,0,15.5053,0.992578
1649671370,4,0,0,3222384,28224,570904,0,0,0,2,43818,127627,3,21,77,0,0,18.123,1.17305
1649671384,2,0,0,3222580,28228,570904,0,0,0,0,57426,142462,2,17,81,0,0,19.1299,1.22461
1649671398,5,0,0,3222328,28232,570904,0,0,0,0,53691,135756,6,25,70,0,0,19.1299,1.22461
1649671412,2,0,0,3222588,28236,570904,0,0,0,2,57870,142853,3,27,70,0,0,14.9012,0.953906
1649671426,3,0,0,3222732,28244,570904,0,0,0,0,43840,128309,1,19,80,0,0,15.5053,0.979688
1649671440,4,0,0,3222860,28252,570904,0,0,0,0,58452,144230,1,18,81,0,0,15.5053,1.00547
1649671454,2,0,0,3222916,28256,570904,0,0,0,2,58627,144480,2,21,78,0,0,15.3039,0.966797
1649671468,5,0,0,3221624,28264,570904,0,0,0,0,46111,128565,4,27,69,0,0,19.1299,1.22461
1649671482,1,0,0,3222128,28268,570904,0,0,0,0,43432,127566,2,20,78,0,0,15.3039,0.979688
1649671496,3,0,0,3222380,28276,570904,0,0,0,2,57521,142512,1,19,80,0,0,15.5053,0.992578
1649671510,4,0,0,3222884,28284,570904,0,0,0,0,56433,141633,3,25,73,0,0,14.6998,0.953906
1649671524,4,0,0,3222632,28288,570904,0,0,0,0,57883,143391,2,25,73,0,0,19.1299,1.19883
1649671538,3,0,0,3222128,28292,570904,0,0,0,2,56059,137875,4,24,71,0,0,19.1299,1.22461
1649671552,3,0,0,3221876,28296,570904,0,0,0,0,58045,143301,2,22,76,0,0,14.6998,0.941016
1649671566,4,0,0,3221760,28304,570908,0,0,0,0,58759,143556,11,18,71,0,0,15.5053,0.979688
1649671580,2,0,0,3222396,28308,570900,0,0,0,0,58499,144074,2,15,83,0,0,15.7066,0.966797
1649671594,3,0,0,3222616,28312,570900,0,0,0,0,58520,144237,2,14,84,0,0,15.3039,0.966797
1649671608,3,0,0,3222364,28316,570900,0,0,0,0,42941,125687,4,18,78,0,0,15.5053,0.992578
1649671622,4,0,0,3222776,28324,570900,0,0,0,0,58414,143244,1,18,80,0,0,18.123,1.16016
1649671636,4,0,0,3222260,28328,570908,0,0,0,0,50510,138231,3,22,76,0,0,19.3312,1.22461
1649671650,3,0,0,3222176,28332,570908,0,0,0,0,53099,137955,2,23,75,0,0,14.6998,0.953906
1649671664,4,0,0,3222208,28336,570908,0,0,0,0,57929,143013,1,20,78,0,0,15.1025,0.966797
1649671678,3,0,0,3221788,28344,570908,0,0,0,0,56043,139072,5,24,71,0,0,15.5053,0.979688
